pais,semana,titulo,titulo_original,ano_lancamento,duracao_filme,generos,faixa_tempo
Brazil,2022-08-28,The Great Wall,The Great Wall,2016,103,"Action,Adventure,Fantasy",Filmes Longos
Brazil,2022-08-28,The Great Wall,The Great Wall,2016,72,Documentary,Filmes Médios
Brazil,2022-08-21,1917,1917,2019,119,"Action,Drama,War",Filmes Longos
Brazil,2022-08-14,1917,1917,2019,119,"Action,Drama,War",Filmes Longos
Brazil,2022-08-14,Wonder,Wonder,2017,113,"Drama,Family",Filmes Longos
Brazil,2022-08-07,Spider-Man: Far from Home,Spider-Man: Far from Home,2019,129,"Action,Adventure,Comedy",Filmes Longos
Brazil,2022-08-07,Wonder,Wonder,2017,113,"Drama,Family",Filmes Longos
Brazil,2022-07-31,Spider-Man: Far from Home,Spider-Man: Far from Home,2019,129,"Action,Adventure,Comedy",Filmes Longos
Brazil,2022-07-31,Line of Duty,Line of Duty,2019,98,"Action,Crime,Thriller",Filmes Médios
Brazil,2022-07-31,Daughter of the Wolf,Daughter of the Wolf,2019,88,"Action,Thriller",Filmes Médios
Brazil,2022-07-24,Daughter of the Wolf,Daughter of the Wolf,2019,88,"Action,Thriller",Filmes Médios
Brazil,2022-07-24,American Assassin,American Assassin,2017,111,"Action,Thriller",Filmes Longos
Brazil,2022-07-24,Valley of the Dead,Malnazidos,2020,101,"Action,Comedy,Horror",Filmes Longos
Brazil,2022-07-17,Valley of the Dead,Malnazidos,2020,101,"Action,Comedy,Horror",Filmes Longos
Brazil,2022-07-17,American Assassin,American Assassin,2017,111,"Action,Thriller",Filmes Longos
Brazil,2022-07-17,Forsaken,Forsaken,2015,90,"Action,Drama,Western",Filmes Médios
Brazil,2022-07-17,Forsaken,Prishelets,2018,95,"Adventure,Drama,Sci-Fi",Filmes Médios
Brazil,2022-07-17,Forsaken,Forsaken,2017,,Adventure,
Brazil,2022-07-17,Forsaken,Forsaken,2015,80,Drama,Filmes Médios
Brazil,2022-07-17,Forsaken,Forsaken,2016,89,Horror,Filmes Médios
Brazil,2022-07-17,Forsaken,Forsaken,2017,86,"Drama,Thriller",Filmes Médios
Brazil,2022-07-17,Forsaken,Forsaken,2017,,Fantasy,
Brazil,2022-07-17,Grand Isle,Grand Isle,2019,97,"Crime,Mystery,Thriller",Filmes Médios
Brazil,2022-07-10,American Assassin,American Assassin,2017,111,"Action,Thriller",Filmes Longos
Brazil,2022-07-10,Grand Isle,Grand Isle,2019,97,"Crime,Mystery,Thriller",Filmes Médios
Brazil,2022-07-10,Mine,Mine,2020,,Drama,
Brazil,2022-07-10,Mine,Mine,2016,106,"Drama,Fantasy,Thriller",Filmes Longos
Brazil,2022-07-03,Homefront,Homefront,2023,,Drama,
Brazil,2022-07-03,American Assassin,American Assassin,2017,111,"Action,Thriller",Filmes Longos
Brazil,2022-06-19,Rambo: Last Blood,Rambo: Last Blood,2019,89,"Action,Crime,Thriller",Filmes Médios
Brazil,2022-06-12,Rambo: Last Blood,Rambo: Last Blood,2019,89,"Action,Crime,Thriller",Filmes Médios
Brazil,2022-06-12,Sonic the Hedgehog,Sonic the Hedgehog,2020,99,"Action,Adventure,Comedy",Filmes Médios
Brazil,2022-06-05,The Outpost,L'avamposto,2023,84,Documentary,Filmes Médios
Brazil,2022-06-05,The Outpost,The Outpost,2019,123,"Action,Drama,History",Filmes Longos
Brazil,2022-06-05,Sonic the Hedgehog,Sonic the Hedgehog,2020,99,"Action,Adventure,Comedy",Filmes Médios
Brazil,2022-05-29,Sonic the Hedgehog,Sonic the Hedgehog,2020,99,"Action,Adventure,Comedy",Filmes Médios
Brazil,2022-05-22,Sonic the Hedgehog,Sonic the Hedgehog,2020,99,"Action,Adventure,Comedy",Filmes Médios
Brazil,2022-05-22,The Perfect Family,La familia perfecta,2021,110,Comedy,Filmes Longos
Brazil,2022-05-22,Last Christmas,Julebukk,2015,72,"Comedy,Horror",Filmes Médios
Brazil,2022-05-22,Last Christmas,Last Christmas,2016,,Comedy,
Brazil,2022-05-22,Last Christmas,Last Christmas,2019,103,"Comedy,Drama,Fantasy",Filmes Longos
Brazil,2022-05-15,The Perfect Family,La familia perfecta,2021,110,Comedy,Filmes Longos
Brazil,2022-05-15,Sonic the Hedgehog,Sonic the Hedgehog,2020,99,"Action,Adventure,Comedy",Filmes Médios
Brazil,2022-05-15,Men in Black: International,Men in Black: International,2019,114,"Action,Adventure,Comedy",Filmes Longos
Brazil,2022-05-08,Men in Black: International,Men in Black: International,2019,114,"Action,Adventure,Comedy",Filmes Longos
Brazil,2022-05-08,The Gateway,The Gateway,2021,91,Thriller,Filmes Médios
Brazil,2022-05-08,The Gateway,Curtain,2015,74,"Horror,Mystery,Sci-Fi",Filmes Médios
Brazil,2022-05-08,The Gateway,The Gateway,2018,90,Sci-Fi,Filmes Médios
Brazil,2022-05-01,Yakuza Princess,Yakuza Princess,2021,111,Thriller,Filmes Longos
Brazil,2022-05-01,365 Days,365 dni,2020,114,"Drama,Romance",Filmes Longos
Brazil,2022-05-01,365 Days,365 Days,2015,110,"Drama,Romance",Filmes Longos
Brazil,2022-05-01,The Turning Point,La svolta,2021,97,"Crime,Drama",Filmes Médios
Brazil,2022-05-01,The Turning Point,The Turning Point,2019,59,Documentary,Filmes Médios
Brazil,2022-04-24,Yakuza Princess,Yakuza Princess,2021,111,Thriller,Filmes Longos
Brazil,2022-04-24,A Score to Settle,A Score to Settle,2019,103,"Action,Crime,Drama",Filmes Longos
Brazil,2022-04-24,Brightburn,Brightburn,2019,90,"Drama,Horror,Mystery",Filmes Médios
Brazil,2022-04-17,A Score to Settle,A Score to Settle,2019,103,"Action,Crime,Drama",Filmes Longos
Brazil,2022-04-17,Furioza,Furioza,2021,139,"Action,Crime,Drama",Filmes Longos
Brazil,2022-04-17,Brightburn,Brightburn,2019,90,"Drama,Horror,Mystery",Filmes Médios
Brazil,2022-04-10,Furioza,Furioza,2021,139,"Action,Crime,Drama",Filmes Longos
Brazil,2022-04-10,Enough,Enough,2023,,\N,
Brazil,2022-04-10,Enough,Enough,2020,80,Drama,Filmes Médios
Brazil,2022-04-10,Enough,Enough,2017,,Drama,
Brazil,2022-04-10,Downsizing,Downsizing,2017,135,"Drama,Fantasy,Sci-Fi",Filmes Longos
Brazil,2022-04-10,Captain Nova,Captain Nova,2021,86,"Adventure,Family,Sci-Fi",Filmes Médios
Brazil,2022-04-03,Gemini Man,Gemini Man,2019,117,"Action,Sci-Fi,Thriller",Filmes Longos
Brazil,2022-04-03,Escape Room,Escape Room,2017,81,"Horror,Thriller",Filmes Médios
Brazil,2022-04-03,Escape Room,Escape Room,2017,86,Horror,Filmes Médios
Brazil,2022-04-03,Escape Room,Escape Room,2019,99,"Action,Adventure,Horror",Filmes Médios
Brazil,2022-04-03,Downsizing,Downsizing,2017,135,"Drama,Fantasy,Sci-Fi",Filmes Longos
Brazil,2022-04-03,Captain Nova,Captain Nova,2021,86,"Adventure,Family,Sci-Fi",Filmes Médios
Brazil,2022-04-03,John Wick: Chapter 2,John Wick: Chapter 2,2017,122,"Action,Crime,Thriller",Filmes Longos
Brazil,2022-03-27,Gemini Man,Gemini Man,2019,117,"Action,Sci-Fi,Thriller",Filmes Longos
Brazil,2022-03-27,John Wick: Chapter 2,John Wick: Chapter 2,2017,122,"Action,Crime,Thriller",Filmes Longos
Brazil,2022-03-20,Gemini Man,Gemini Man,2019,117,"Action,Sci-Fi,Thriller",Filmes Longos
Brazil,2022-03-20,John Wick: Chapter 2,John Wick: Chapter 2,2017,122,"Action,Crime,Thriller",Filmes Longos
Brazil,2022-03-20,The Bombardment,Skyggen i mit øje,2021,107,"Drama,History,War",Filmes Longos
Brazil,2022-03-20,Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse,2018,117,"Action,Adventure,Animation",Filmes Longos
Brazil,2022-03-13,The Bombardment,Skyggen i mit øje,2021,107,"Drama,History,War",Filmes Longos
Brazil,2022-03-13,Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse,2018,117,"Action,Adventure,Animation",Filmes Longos
Brazil,2022-03-13,Trust,Trust,2024,,Drama,
Brazil,2022-03-13,Trust,Confidenza,2024,136,Drama,Filmes Longos
Brazil,2022-03-13,Trust,Trust,2021,,Drama,
Brazil,2022-03-13,Trust,Trust,2021,94,"Drama,Romance,Thriller",Filmes Médios
Brazil,2022-03-13,Trust,Trust,2015,,"Drama,Mystery",
Brazil,2022-03-13,Trust,Trust,2018,92,Drama,Filmes Médios
Brazil,2022-03-13,Trust,Trust,2018,,Drama,
Brazil,2022-03-13,Trust,Trust,2018,100,"Crime,Drama",Filmes Longos
Brazil,2022-03-06,Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse,2018,117,"Action,Adventure,Animation",Filmes Longos
Brazil,2022-03-06,Abominable,Abominable,2020,72,Horror,Filmes Médios
Brazil,2022-03-06,Abominable,Abominable,2019,97,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2022-02-27,Abominable,Abominable,2020,72,Horror,Filmes Médios
Brazil,2022-02-27,Abominable,Abominable,2019,97,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2022-02-27,Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse,2018,117,"Action,Adventure,Animation",Filmes Longos
Brazil,2022-02-27,Parallel Mothers,Madres paralelas,2021,123,Drama,Filmes Longos
Brazil,2022-02-20,Abominable,Abominable,2020,72,Horror,Filmes Médios
Brazil,2022-02-20,Abominable,Abominable,2019,97,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2022-02-20,The Vanishing,The Vanishing,2018,107,"Drama,Mystery,Thriller",Filmes Longos
Brazil,2022-02-20,Parallel Mothers,Madres paralelas,2021,123,Drama,Filmes Longos
Brazil,2022-02-20,Dora and the Lost City of Gold,Dora and the Lost City of Gold,2019,102,"Action,Adventure,Comedy",Filmes Longos
Brazil,2022-02-13,Dora and the Lost City of Gold,Dora and the Lost City of Gold,2019,102,"Action,Adventure,Comedy",Filmes Longos
Brazil,2022-02-06,Precious Cargo,Precious Cargo,2016,90,"Action,Comedy,Thriller",Filmes Médios
Brazil,2022-01-30,The Secret Life of Pets 2,The Secret Life of Pets 2,2019,86,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2022-01-30,Hotel Transylvania 3: Summer Vacation,Hotel Transylvania 3: Summer Vacation,2018,97,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2022-01-30,Hotel Transylvania 2,Hotel Transylvania 2,2015,89,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2022-01-23,The Secret Life of Pets 2,The Secret Life of Pets 2,2019,86,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2022-01-23,The Clovehitch Killer,The Clovehitch Killer,2018,109,"Crime,Drama,Mystery",Filmes Longos
Brazil,2022-01-23,Photocopier,Penyalin Cahaya,2021,130,"Crime,Drama,Mystery",Filmes Longos
Brazil,2022-01-23,Riverdance: The Animated Adventure,Riverdance: The Animated Adventure,2021,90,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2022-01-23,Hotel Transylvania 3: Summer Vacation,Hotel Transylvania 3: Summer Vacation,2018,97,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2022-01-16,Mother/Android,Mother/Android,2021,110,"Drama,Sci-Fi,Thriller",Filmes Longos
Brazil,2022-01-16,The Secret Life of Pets 2,The Secret Life of Pets 2,2019,86,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2022-01-16,The Clovehitch Killer,The Clovehitch Killer,2018,109,"Crime,Drama,Mystery",Filmes Longos
Brazil,2022-01-16,Riverdance: The Animated Adventure,Riverdance: The Animated Adventure,2021,90,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2022-01-16,Fast & Furious Presents: Hobbs & Shaw,Fast & Furious Presents: Hobbs & Shaw,2019,137,"Action,Adventure,Thriller",Filmes Longos
Brazil,2022-01-16,Photocopier,Penyalin Cahaya,2021,130,"Crime,Drama,Mystery",Filmes Longos
Brazil,2022-01-09,Mother/Android,Mother/Android,2021,110,"Drama,Sci-Fi,Thriller",Filmes Longos
Brazil,2022-01-09,The Lost Daughter,The Lost Daughter,2021,121,Drama,Filmes Longos
Brazil,2022-01-09,A Quiet Place,A Quiet Place,2016,80,Documentary,Filmes Médios
Brazil,2022-01-09,A Quiet Place,A Quiet Place,2018,90,"Drama,Horror,Sci-Fi",Filmes Médios
Brazil,2022-01-09,Fast & Furious Presents: Hobbs & Shaw,Fast & Furious Presents: Hobbs & Shaw,2019,137,"Action,Adventure,Thriller",Filmes Longos
Brazil,2022-01-09,Lulli,Lulli,2021,90,"Comedy,Romance",Filmes Médios
Brazil,2022-01-02,Lulli,Lulli,2021,90,"Comedy,Romance",Filmes Médios
Brazil,2022-01-02,Fast & Furious Presents: Hobbs & Shaw,Fast & Furious Presents: Hobbs & Shaw,2019,137,"Action,Adventure,Thriller",Filmes Longos
Brazil,2022-01-02,A Quiet Place,A Quiet Place,2016,80,Documentary,Filmes Médios
Brazil,2022-01-02,A Quiet Place,A Quiet Place,2018,90,"Drama,Horror,Sci-Fi",Filmes Médios
Brazil,2022-01-02,Spider-Man: Homecoming,Spider-Man: Homecoming,2017,133,"Action,Adventure,Sci-Fi",Filmes Longos
Brazil,2022-01-02,The Lost Daughter,The Lost Daughter,2021,121,Drama,Filmes Longos
Brazil,2021-12-26,Fast & Furious Presents: Hobbs & Shaw,Fast & Furious Presents: Hobbs & Shaw,2019,137,"Action,Adventure,Thriller",Filmes Longos
Brazil,2021-12-26,Spider-Man: Homecoming,Spider-Man: Homecoming,2017,133,"Action,Adventure,Sci-Fi",Filmes Longos
Brazil,2021-12-26,Crawl,Crawl,2019,87,"Action,Adventure,Horror",Filmes Médios
Brazil,2021-12-19,Spider-Man: Homecoming,Spider-Man: Homecoming,2017,133,"Action,Adventure,Sci-Fi",Filmes Longos
Brazil,2021-12-05,Green Snake,Shuang shi qing she,2019,78,"Action,Fantasy",Filmes Médios
Brazil,2021-12-05,Bruised,Bruised,2023,,Thriller,
Brazil,2021-12-05,Bruised,Bruised,2020,129,"Drama,Sport",Filmes Longos
Brazil,2021-11-28,Bruised,Bruised,2023,,Thriller,
Brazil,2021-11-28,Bruised,Bruised,2020,129,"Drama,Sport",Filmes Longos
Brazil,2021-11-14,Transformers: The Last Knight,Transformers: The Last Knight,2017,154,"Action,Adventure,Sci-Fi",Filmes Muito Longos
Brazil,2021-11-07,Transformers: The Last Knight,Transformers: The Last Knight,2017,154,"Action,Adventure,Sci-Fi",Filmes Muito Longos
Brazil,2021-10-31,Final Score,Final Score,2022,95,"Comedy,Drama,Music",Filmes Médios
Brazil,2021-10-31,Final Score,Final Score,2018,104,"Action,Adventure,Drama",Filmes Longos
Brazil,2021-10-31,A Dog's Journey,A Dog's Journey,2019,109,"Adventure,Comedy,Drama",Filmes Longos
Brazil,2021-10-31,Venom,Venom,2018,112,"Action,Adventure,Sci-Fi",Filmes Longos
Brazil,2021-10-31,Venom,Venom,2019,83,Drama,Filmes Médios
Brazil,2021-10-24,The Forgotten Battle,De slag om de Schelde,2020,124,"Drama,War",Filmes Longos
Brazil,2021-10-24,Venom,Venom,2018,112,"Action,Adventure,Sci-Fi",Filmes Longos
Brazil,2021-10-24,Venom,Venom,2019,83,Drama,Filmes Médios
Brazil,2021-10-24,A Dog's Journey,A Dog's Journey,2019,109,"Adventure,Comedy,Drama",Filmes Longos
Brazil,2021-10-24,Final Score,Final Score,2022,95,"Comedy,Drama,Music",Filmes Médios
Brazil,2021-10-24,Final Score,Final Score,2018,104,"Action,Adventure,Drama",Filmes Longos
Brazil,2021-10-17,Venom,Venom,2018,112,"Action,Adventure,Sci-Fi",Filmes Longos
Brazil,2021-10-17,Venom,Venom,2019,83,Drama,Filmes Médios
Brazil,2021-10-17,The Forgotten Battle,De slag om de Schelde,2020,124,"Drama,War",Filmes Longos
Brazil,2021-10-10,Venom,Venom,2018,112,"Action,Adventure,Sci-Fi",Filmes Longos
Brazil,2021-10-10,Venom,Venom,2019,83,Drama,Filmes Médios
Brazil,2021-10-03,The Equalizer 2,The Equalizer 2,2018,121,"Action,Crime,Thriller",Filmes Longos
Brazil,2021-09-26,The Stronghold,BAC Nord,2020,105,"Action,Crime,Thriller",Filmes Longos
Brazil,2021-09-26,The Stronghold,The Stronghold,2023,113,"Drama,War",Filmes Longos
Brazil,2021-09-26,The Stronghold,Storozhova zastava,2017,111,"Adventure,Fantasy",Filmes Longos
Brazil,2021-09-26,The Equalizer 2,The Equalizer 2,2018,121,"Action,Crime,Thriller",Filmes Longos
Brazil,2021-09-19,The Equalizer 2,The Equalizer 2,2018,121,"Action,Crime,Thriller",Filmes Longos
Brazil,2021-09-19,The Stronghold,BAC Nord,2020,105,"Action,Crime,Thriller",Filmes Longos
Brazil,2021-09-19,The Stronghold,The Stronghold,2023,113,"Drama,War",Filmes Longos
Brazil,2021-09-19,The Stronghold,Storozhova zastava,2017,111,"Adventure,Fantasy",Filmes Longos
Brazil,2021-09-19,First Kill,First Kill,2017,97,"Action,Thriller",Filmes Médios
Brazil,2021-09-12,The Mask,The Mask,2017,139,"Crime,Fantasy,Thriller",Filmes Longos
Brazil,2021-09-05,Invasion,Invasion,2019,64,"Drama,Fantasy,Horror",Filmes Médios
Brazil,2021-09-05,Invasion,Invasion,2017,102,"Crime,Drama,Mystery",Filmes Longos
Brazil,2021-09-05,Invasion,Vtorzhenie,2020,134,"Action,Sci-Fi",Filmes Longos
Brazil,2021-09-05,The Secret Life of Pets,The Secret Life of Pets,2016,87,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2021-09-05,Hotel Transylvania 3: Summer Vacation,Hotel Transylvania 3: Summer Vacation,2018,97,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2021-09-05,Non-Stop,Non-Stop,2014,106,"Action,Mystery,Thriller",Filmes Longos
Brazil,2021-08-29,The Secret Life of Pets,The Secret Life of Pets,2016,87,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2021-08-29,Hotel Transylvania 3: Summer Vacation,Hotel Transylvania 3: Summer Vacation,2018,97,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2021-08-22,Hotel Transylvania 3: Summer Vacation,Hotel Transylvania 3: Summer Vacation,2018,97,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2021-08-22,The Secret Life of Pets,The Secret Life of Pets,2016,87,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2021-08-15,Hotel Transylvania 3: Summer Vacation,Hotel Transylvania 3: Summer Vacation,2018,97,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2021-08-15,Same Kind of Different as Me,Same Kind of Different as Me,2017,119,"Biography,Drama",Filmes Longos
Brazil,2021-08-15,The Swarm,La nuée,2020,101,"Drama,Horror",Filmes Longos
Brazil,2021-08-08,The Swarm,La nuée,2020,101,"Drama,Horror",Filmes Longos
Brazil,2021-08-08,Same Kind of Different as Me,Same Kind of Different as Me,2017,119,"Biography,Drama",Filmes Longos
Brazil,2021-08-08,Hotel Transylvania 3: Summer Vacation,Hotel Transylvania 3: Summer Vacation,2018,97,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2021-08-01,Night School,Night School,2016,85,Documentary,Filmes Médios
Brazil,2021-08-01,Night School,Night School,2018,111,Comedy,Filmes Longos
Brazil,2021-07-18,The Water Man,The Water Man,2020,91,"Adventure,Drama,Family",Filmes Médios
Brazil,2021-07-18,Wonder Park,Wonder Park,2019,85,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2021-07-18,How to Train Your Dragon: The Hidden World,How to Train Your Dragon: The Hidden World,2019,104,"Action,Adventure,Animation",Filmes Longos
Brazil,2021-07-11,How to Train Your Dragon: The Hidden World,How to Train Your Dragon: The Hidden World,2019,104,"Action,Adventure,Animation",Filmes Longos
Brazil,2021-07-11,Warcraft,Warcraft,2016,123,"Action,Adventure,Fantasy",Filmes Longos
Brazil,2021-07-11,What Men Want,What Men Want,2019,117,"Comedy,Fantasy,Romance",Filmes Longos
Brazil,2021-07-11,The Water Man,The Water Man,2020,91,"Adventure,Drama,Family",Filmes Médios
Brazil,2021-07-04,Silver Skates,Serebryanye konki,2020,130,"Adventure,Drama,Family",Filmes Longos
Brazil,2021-07-04,What Men Want,What Men Want,2019,117,"Comedy,Fantasy,Romance",Filmes Longos
Brazil,2021-07-04,Kung Fu Panda 3,Kung Fu Panda 3,2016,95,"Action,Adventure,Animation",Filmes Médios
Brazil,2021-07-04,Warcraft,Warcraft,2016,123,"Action,Adventure,Fantasy",Filmes Longos
